"abies";"acer";"alnusfru";"alnusund";"apiaceae";"artemisia";"asterund";"betunana";"betula";"brassicaceae";"carpinus";"chenopodiaceae";"corylus";"cyperaceae";"ephedra";"ericaceae";"fagus";"fraxinus";"juniperus";"larix";"olea";"picea";"pinushap";"pinus";"plantago";"poaceae";"quercusever";"quercusdec";"salix";"tilia";"ulmus";"gdd5";"mtco";"pann";"e_pe";"tann";"mtwa";"long";"lati";"alti";"biome"
"r688";1.33;0;0;39.41;0;2.52;0;0;0;0;10.52;11.26;7.7;0;0;0;0;0;0;0;0;0;0;24.74;0;2.52;0;0;0;0;0;2474.398;-2.248;635.581;68.574;10.468;21.863;44.66;43;1000;"TEDE"
"r689";0;0;0;0;0;17.36;0;0;0;0;0;47.4;0;0.13;0;0;0;0;0;0;0;0;0;33.51;0;1.6;0;0;0;0;0;1895.012;-11.631;374.894;53.457;4.987;20.206;76.33;46.83;700;"HODE"
"r742";0;0;0;35.86;0;13.89;0;0;0;0;15.48;24.18;2.1;0;0;0;0;0;0;0;0;0;0;4.2;0;2.2;0;2.1;0;0;0;3657.037;2.218;289.829;26.242;13.986;24.628;57.58;41.16;50;"TEDE"
"r743";0;0;0;4.3;0;0;0;0;0;0;13.31;43.14;0;0;0;0;0;0;0;0;0;0;0;37.94;0;1.3;0;0;0;0;0;3469.108;1.289;330.156;30.949;13.201;24.128;57.16;41.75;0;"TEDE"
"r744";1.04;0;0;59.35;0;0.84;0;0;1.04;0;9.2;1.57;1.88;0.84;0;0;0;0;0;0;0;1.04;0;7.21;0;9.51;0;3.66;0;0;2.82;3654.177;4.003;1170.851;74.204;14.321;24.006;41.71;42.08;20;"COMX"
"r745";0;0;0;1.93;0;12.61;0;0;1.93;0;28.7;36.04;0;0;0;0;0;0;0;0;0;0;0;6.31;0;6.18;0;6.31;0;0;0;4250.067;5.647;354.71;28.539;16.17;25.596;53.5;39.41;-28;"TEDE"
"r746";0;0;0;16.5;0;46.4;0;0;0;0;30.3;2.7;4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3984.021;4.462;337.187;27.932;15.482;25.244;54.16;39.91;200;"COMX"
"r747";0;0;0;19.42;0;10.81;0;0;3.2;0;12.91;30.13;0;0;0;0;0;0;0;0;0;0;0;16.22;0;4.1;0;0;3.2;0;0;4236.653;5.128;262.976;22.25;16.091;25.766;57.41;39.41;50;"COMX"
"r748";0;0;0;19.36;0;8.28;0;0;7.35;0;11.39;31.99;0;0;0;0;0;0;0;0;0;0;0;19.36;0;2.28;0;0;0;0;0;4264.063;5.367;254.378;21.854;16.278;25.877;57.08;39.08;50;"COMX"
"r749";0;0;0;0;0;9.7;0;0;0;0;51.29;39.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4322.402;5.817;362.015;28.929;16.321;25.697;54.33;39.41;-10;"COMX"
"r750";0;0;0;0;0;11.8;0;0;12.9;0;0;17.7;12.9;0;0;0;0;0;0;0;0;0;0;25.9;0;5.9;0;0;0;12.9;0;4281.805;5.622;352.723;27.734;16.265;25.706;54.75;39.41;50;"COMX"
"r751";0;0;0;0;0;4.07;0;0;0;0;36.86;35.95;0.61;0;0;0;0;0;0;0;0;0;0;20.77;0;0.41;0;0;0;0;1.32;4260.761;5.458;288.064;24.14;16.275;25.836;55.66;39.33;20;"TEDE"
"r752";0;0;0;42.97;0;24.6;0;0;1.61;0;16.97;8.73;1.61;0;0;0;0;0;0;0;0;0;0;1.61;0;0.8;0;0;0;0;1.1;4005.016;3.959;271.94;23.845;15.257;25.309;57.58;40;80;"TEDE"
"r753";0;0;0;26.21;0;11.34;0;0;0.1;0;34.36;17.31;0.76;0;0;0;0;0;0;0;0;0;0;6.28;0;0.61;0;0.15;0;0.15;2.73;4434.812;6.361;362.491;28.233;16.742;25.949;54.12;38.955;0;"TEDE"
"r754";0.42;0;0;1.67;0;24.58;1.25;0;1.25;0.83;0;17.5;0;5;0;0;0;0;0;0;0;3.75;2.08;9.17;0;8.75;0;5.83;16.25;0;1.67;2396.667;-2.735;419.584;50.907;9.468;21.369;46.1667;47.9;-19;"COMX"
"r755";0;0;0;0;0;48.98;15.31;0;0;0;0;0;0;8.16;15.31;0;0;0;0;0;0;0;0;0;0;12.24;0;0;0;0;0;-87.471;-15.393;77.957;-0.722;-3.016;8.359;75.3;40.72;3536;"WAST"
"r756";0;0;0;0;0;0;1.39;0;2.43;0;0;0;0;0;0;0;0;0;0;0;0;53.13;0;33.33;0.69;7.99;0;0;1.04;0;0;1207.6;-9.237;551.763;92.81;3.364;16.606;38.3783;60;130;"COMX"
"r757";3.19;0;0;6.38;0;1.06;0;0;6.38;0;0;0;0;8.51;0;0;0;0;0;0;0;5.32;29.79;10.64;0;27.66;0;0;1.06;0;0;405.175;-25.732;252.978;78.956;-7.459;11.848;79.5;74.5;7;"COMX"
"r758";0;0;0;23.56;0;0.55;0;1.92;26.85;0;0;0;0;3.84;0;1.64;0;0;0.27;6.3;0;0;0;33.97;0;0.27;0;0;0.82;0;0;178.744;-33.959;291.551;100.184;-12.262;9.751;149.5;62.17;820;"COCO"
"r759";0;0;0;16.16;0.16;0.32;0.16;0;26.72;1.6;0.64;0.64;5.12;0.48;0;0;0;0;0;0;0;4.64;0;34.24;0.48;4.16;0;2.72;0.32;0.16;1.28;1659.447;-4.229;596.187;90.405;6.628;18.063;28.6;54.0333;165;"COMX"
"r760";0;0;0;3.93;0.79;1.83;0.52;0;27.23;0;0.26;0.52;1.57;6.54;0;0.26;0;0;0;0;0;1.05;0;48.95;0;5.5;0;0.79;0;0;0.26;1790.972;-3.027;608.567;89.119;7.438;18.463;26.5;52.7333;144;"COMX"
"r768";0;0.28;0;5.51;0;2.2;0;0;25.34;0;0.28;2.75;0.83;0;0;0;0;0;0;0;0;0.83;0;52.34;0.55;6.89;0;1.1;0.55;0.28;0.28;1803.743;-2.877;597.377;92.506;7.714;18.762;25.4833;51.9833;139.3;"COMX"
"r769";0;0;0;9.11;0;2.6;0;0;39.06;0;0;0.52;0.78;1.3;0;1.04;0;0;0;0;0;2.6;0;36.46;0;5.99;0;0.26;0.26;0;0;1360.364;-5.912;579.06;94.537;5.056;16.866;28.0833;56.05;129;"COMX"
"r770";0;0;9.96;0;0;1.99;0;11.16;60.16;0;0;0.4;0;0;0;10.36;0;0;0;0.8;0;0;5.18;0;0;0;0;0;0;0;0;663.358;-25.221;682.552;99.542;-5.683;14.038;87.15;68.1667;100;"COCO"
"r771";0;0;2.19;0;0;0.55;0;21.31;28.69;0;0;0.27;0;1.64;0;8.74;0;0;0;0.55;0;15.57;10.11;10.11;0;0.27;0;0;0;0;0;806.429;-21.964;538.207;97.572;-3.5;15.015;79.7333;66.7;60;"COCO"
"r772";15.3;0;0;1.34;0;1.53;0;0;19.5;0;0;0.57;0;2.29;0.19;0;0;0;0;0;0;12.05;0;37.86;0.19;0;0;0;0;9.18;0;1255.595;-13.76;501.862;90.804;1.971;17.63;57.8833;56.3167;220;"COMX"
"r773";6.8;0;0;0;0;1.46;0;0;34.95;0;0;0.97;0;0.49;0;0;0;0;0;0;0;10.68;0;25.24;0;0;0;0;0;19.42;0;1255.595;-13.76;501.862;90.804;1.971;17.63;57.8833;56.3167;220;"COMX"
"r774";14.71;0;0;0;0;0;0;0;27.45;0;0;0.49;0;1.47;0;0;0;0;0;0;0;9.8;0;46.08;0;0;0;0;0;0;0;1255.595;-13.76;501.862;90.804;1.971;17.63;57.8833;56.3167;220;"COMX"
"r775";1.43;0;0;0.48;0;1.9;0;0;29.52;0;0;0.95;0;0.48;0;1.43;0;0;0;0;0;23.81;0;40;0;0;0;0;0;0;0;1255.595;-13.76;501.862;90.804;1.971;17.63;57.8833;56.3167;220;"COMX"
"r776";0.42;0;0;2.08;0;1.25;0;0;26.25;0;0;0.83;0;0.83;0;13.33;0;0;0;0.42;0;8.33;0;45;0;0.42;0;0;0;0.42;0.42;251.61;-23.418;733.648;112.063;-6.644;11.158;59.2667;54.9;720;"COMX"
"r777";0.45;0;0;0.91;0.91;2.26;0;0;28.05;0;0;0.91;0;2.26;0;0.45;0;0;0;0.45;0;23.53;0;37.1;0;2.26;0;0;0;0.45;0;273.56;-23.497;732.591;111.143;-6.522;11.404;59.15;54.8833;700;"COMX"
"r778";0.92;0;0;0.92;0;3.21;0.46;0;31.19;0;0;1.38;0;0;0;0.92;0;0;0;0.46;0;7.34;1.83;48.62;0;1.38;0;0.46;0.46;0;0.46;273.56;-23.497;732.591;111.143;-6.522;11.404;59.15;54.8833;700;"COMX"
"r782";0;0;0;0.94;0;2.82;0;0;49.3;0;0;0.47;0;0.94;0;1.41;0;0;0;0;0;0.47;0;43.19;0;0.47;0;0;0;0;0;1175.895;-15.269;393.589;74.549;1.095;17.242;60.3167;56.9;310;"COMX"
"r783";0;0;0;0.62;2.49;0.93;0.62;0;53.58;0;0;0.31;0;0.62;0;0;0;0;0;0;0;0;0;39.25;0;1.56;0;0;0;0;0;1471.924;-12.835;388.978;70.867;3.326;18.901;62.35;56.85;200;"COMX"
"r784";0;0;0;0.97;0;0.49;0;0;33.01;0;0;0.97;0;0;0;1.46;0;0;0;0;0;0.97;0.49;61.65;0;0;0;0;0;0;0;1248.111;-15.031;434.551;83.444;1.438;17.624;64.8333;56.8833;100;"COMX"
"r785";2.43;0;0;0.97;0;0.97;0;0;1.94;0;0;0.97;0;0.97;0;0;0;0;0;0.49;0;28.16;16.5;46.6;0;0;0;0;0;0;0;1129.086;-15.933;512.358;84.131;0.71;17.051;59.7333;57.45;400;"COCO"
"r786";2.35;0;0;2.82;0;1.41;0.47;0;59.62;0;0;0;0;2.35;0;0;0;0;0;0;0;4.69;8.45;15.02;0;1.41;0;0;0.47;0.47;0.47;1186.294;-15.375;500.834;82.408;1.175;17.371;59.6833;57.45;380;"COMX"
"r788";0.9;0;0;0.45;0.45;1.81;0.45;0;24.43;0;0;0.9;0;5.88;0;0;0;0;0;0;0;9.05;4.98;48.87;0;0;0;0;0.9;0;0.9;1139.922;-15.834;530.148;84.821;0.791;17.105;59.45;57.5;400;"COMX"
"r789";0;0;0.82;0;0;2.45;0.41;4.49;27.76;0;0;0.41;0;11.43;0;2.86;0;0;0;1.22;0;1.63;26.94;18.78;0;0.82;0;0;0;0;0;859.594;-21.431;596.619;98.096;-2.975;15.392;77.9833;64.9667;75;"COCO"
"r790";0;0;0;4.27;0;7.82;0.47;20.38;6.16;0;0;0.47;0;19.91;0;23.22;0;0;0;0.47;0;1.9;4.27;9.48;0;0.71;0;0;0.47;0;0;895.581;-19.158;467.009;92.876;-1.92;15.486;70.1667;67.6667;55;"COCO"
"r791";0;0;0.43;0;0.86;24.89;1.29;2.58;6.01;0.43;0;4.29;0;7.73;0;0;0;0;0;15.02;0;0.86;16.31;0.43;0;17.6;0;0;1.29;0;0;509.721;-21.868;247.488;49.217;-4.29;12.398;90.2528;50.3208;2280;"COCO"
"r792";0;0;0;0;0.27;12.87;0;1.88;5.09;0.8;0;2.68;0;2.41;41.56;0;0;0;0;1.61;0;0.8;14.48;0.27;0;14.75;0;0;0.54;0;0;465.485;-22.057;261.625;51.324;-4.569;12.059;90.2389;50.3172;2350;"COCO"
"r793";0.38;0;0;0;0;9.92;0;0.38;1.53;1.15;0;3.82;0;64.12;0.38;0;0;0;0;0.38;0;0;10.31;0;0;6.11;0;0;1.53;0;0;419.033;-22.265;276.597;53.611;-4.866;11.705;90.2314;50.3086;2420;"COST"
"r794";0;0;0;0;0;3.42;0.68;0.68;1.03;0;0;1.03;0;83.56;0;0;0;0;0;0;0;0.34;8.22;0;0;1.03;0;0;0;0;0;378.942;-22.439;291.24;55.79;-5.122;11.397;90.2194;50.3033;2480;"COST"
"r795";0.46;0;0;0;0;32.88;0.91;1.83;1.37;0;0;0.91;0;6.85;11.87;0;0;0;0;0;0;0;7.76;0;0;34.25;0;0;0.91;0;0;471.429;-21.988;266.304;51.636;-4.514;12.091;90.1994;50.3333;2350;"COST"
"r796";0;0;0;0;0;12.35;2.47;0.62;0;0;0;0.62;0;10.49;2.47;0;0;0;0;1.85;0;0;11.11;0.62;0;56.17;0;0;1.23;0;0;303.183;-22.704;320.254;60.133;-5.578;10.798;90.1642;50.3172;2600;"COST"
"r797";0;0;0;0;0;4.41;1.32;1.32;1.32;0;0;0.44;0;28.63;1.32;0;0;0;0;0;0;0;8.37;0;0;52.86;0;0;0;0;0;374.18;-22.38;299.85;56.768;-5.122;11.337;90.1861;50.32;2500;"COST"
"r798";0;0;0;0;0.41;30.58;1.24;1.24;0.83;0;0;1.24;0;11.16;2.07;0;0;0;0;0.83;0;4.96;4.13;0;0;41.32;0;0;0;0;0;408.088;-22.233;287.798;54.933;-4.906;11.597;90.1925;50.3233;2450;"COST"
"r799";0.72;0;0;0;0;13.41;1.09;1.45;2.54;2.17;0;7.25;0;14.13;0;0;0;0;0;2.9;0;0;23.91;0;0;30.07;0;0;0.36;0;0;419.992;-22.253;277.363;53.663;-4.857;11.71;90.225;50.3103;2420;"COCO"
"r800";0.38;0;0;0;0;2.29;6.11;2.29;0.76;0.38;0;0.76;0;40.46;0.38;0;0;0;0;0.38;0;0.38;29.77;0;0;15.27;0;0;0.38;0;0;373.599;-22.387;299.326;56.731;-5.128;11.334;90.1897;50.3217;2500;"COST"
"r801";0;0;0;0;0;22.76;0;4.83;4.14;2.07;0;3.45;0;24.83;2.76;0;0;0;0;1.38;0;0.69;22.76;0.69;1.38;8.28;0;0;0;0;0;365.187;-22.501;296.232;56.544;-5.21;11.292;90.2167;50.3006;2500;"COST"
"r802";0;0;0;0;0;10.36;0.9;2.25;1.8;1.8;0;5.41;0;54.05;0.45;0;0;0;0;0.45;0;0;18.02;0;0;4.5;0;0;0;0;0;357.808;-22.537;298.384;56.901;-5.259;11.236;90.2181;50.3;2510;"COST"
"r803";0;0;0;0;0;18.64;1.13;1.13;1.69;0;0;3.39;0;49.15;0.57;0;0;0;0;2.82;0;0;19.21;0.57;0;1.69;0;0;0;0;0;310.825;-22.732;318.93;59.845;-5.555;10.872;90.1953;50.2856;2580;"COST"
"r804";0;0;0;0;0;7.65;1.53;3.06;0;0;0;1.02;0;44.9;1.02;0;0;0;0;0;0;0;11.73;0;0;29.08;0;0;0;0;0;297.111;-22.723;323.975;60.62;-5.614;10.749;90.1556;50.3125;2610;"COST"
"r805";0;0;0.55;0;0;1.66;0.55;2.21;0.55;0;0;2.21;0;55.25;1.1;0;0;0;0;0.55;0;0;11.05;0;0;23.76;0;0;0.55;0;0;267.78;-22.856;334.603;62.287;-5.804;10.525;90.1536;50.3056;2650;"COST"
"r806";0.29;0;0.29;0;6.38;6.67;2.03;4.06;1.45;0.58;0;5.51;0;29.86;0.29;0;0;0;0;0.29;0;0.87;11.88;0;0;26.96;0;0;2.61;0;0;230.525;-23.027;348.454;64.462;-6.046;10.241;90.1494;50.3056;2700;"COST"
"r807";0;0;0;0;0;10.57;0.88;3.08;3.52;0;0;3.96;0;44.49;0;0;0;0;0;0;0;0;19.82;0;0;11.89;0;0;1.76;0;0;-9.726;-24.158;444.049;79.62;-7.627;8.415;90.1447;50.3078;3000;"COST"
"r808";0;0;0;0;0.5;2.49;1;5.47;1.99;0;0;2.49;0;57.71;1;0;0;0;0;0;0;0;18.91;0;0;8.46;0;0;0;0;0;154.252;-23.376;378.53;69.155;-6.542;9.659;90.1389;50.3069;2800;"COST"
"r809";0;0;0;0;0;18.88;0.51;1.02;1.53;0;0;1.02;0;5.1;1.02;0;0;0;0;0.51;0;0.51;12.24;0.51;0;57.14;0;0;0;0;0;673.558;-20.799;271.927;48.191;-3.113;13.535;89.9736;50.0208;2090;"TUND"
"r810";0;0;0;0;0;12.43;0.54;2.16;2.16;0.54;0;0.54;0;8.11;5.95;0;0;0;0;1.62;0;1.08;45.41;2.7;0;15.14;0;0;1.62;0;0;667.034;-20.832;273.371;48.42;-3.156;13.486;89.9786;50.0217;2100;"COCO"
"r811";0;0;0;1.51;0;1.51;1.01;0;0;0;0;8.54;1.01;0;0;0;0;0;0;0;0;0;0;9.55;0;0.5;0;74.87;0;1.51;0;2364.438;-0.732;555.722;70.869;9.987;20.664;31.5;49.6667;200;"TEDE"
"r812";0;0.51;0;0;0;2.03;3.05;0;0;0;0;8.12;2.54;0;0;0;0;0;0;0;0;0;0;6.6;0;1.02;0;68.53;0;7.61;0;2375.073;-1.279;510.711;65.14;9.884;20.897;35.15;49.6667;200;"TEDE"
"r813";0;0;0;4.1;0;1.23;1.23;0;8.2;0;0.41;2.46;0;0;0;0.82;0;0;0;0;0;0;0;73.77;0;1.64;0;5.74;0.41;0;0;2100.569;-1.828;583.988;80.109;8.761;19.631;29.75;50.9333;140;"COMX"
