La préservation de l environnement est une chose ...;Les découvertes scientifiques améliorent-elles la vie ?;Fonctionnement de la justice;La société française a-t-elle besoin de se transformer ?;Sexe;Diplôme;Profession;Age
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier spécialisé;47
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;28
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;personnel de service;51
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;BEPC-BE-BEPS;cadre moyen;34
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;autre employé qual.;33
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;autre emp. non qual.;29
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;aucun;exploitant agricole;74
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;CEP ou fin études;exploitant agricole;68
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;université,gde école;cadre moyen;71
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;aucun;ouvrier qualifié;74
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;non;masculin;aucun;exploitant agricole;67
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;masculin;baccalauréat (1/2);autre actif;72
préservation env. Non-réponse;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;baccalauréat (1/2);cadre supérieur;43
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;ne sait pas;masculin;aucun;exploitant agricole;60
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;oui;masculin;aucun;exploitant agricole;45
préservation env. peu importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;CEP ou fin études;exploitant agricole;56
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;BEPC-BE-BEPS;autre employé qual.;30
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;autre emp. non qual.;66
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;féminin;BEPC-BE-BEPS;autre employé qual.;32
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;féminin;CEP ou fin études;ouvrier spécialisé;30
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;ouvrier qualifié;53
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;petit commercant;53
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;baccalauréat (1/2);Non communiqué;50
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;exploitant agricole;58
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;CEP ou fin études;Non communiqué;63
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;BEPC-BE-BEPS;Non communiqué;18
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier qualifié;55
préservation env. peu importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;exploitant agricole;36
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;oui;féminin;CEP ou fin études;ouvrier qualifié;39
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;exploitant agricole;44
préservation env. peu importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;non;féminin;aucun;ouvrier spécialisé;72
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;ne sait pas;masculin;CEP ou fin études;cadre supérieur;38
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;baccalauréat (1/2);autre emp. non qual.;29
préservation env. peu importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;ne sait pas;masculin;aucun;petit commercant;71
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;aucun;personnel de service;37
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;non;féminin;BEPC-BE-BEPS;autre emp. non qual.;26
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;baccalauréat (1/2);artisan;28
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;oui;féminin;université,gde école;cadre supérieur;30
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;baccalauréat (1/2);autre actif;23
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;féminin;baccalauréat (1/2);autre employé qual.;21
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;baccalauréat (1/2);ouvrier qualifié;29
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;ouvrier qualifié;50
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;université,gde école;personnel de service;30
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;exploitant agricole;54
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;BEPC-BE-BEPS;Non communiqué;22
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;employé de commerce;32
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;aucun;autre emp. non qual.;45
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;brevet sup.;cadre moyen;66
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;autre emp. non qual.;31
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;CEP ou fin études;petit commercant;56
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;masculin;université,gde école;cadre supérieur;28
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;aucun;contremaître;59
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;autre employé qual.;39
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;baccalauréat (1/2);autre emp. non qual.;21
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;masculin;CEP ou fin études;ouvrier qualifié;24
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;23
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;CEP ou fin études;personnel de service;52
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;baccalauréat (1/2);Non communiqué;18
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;employé de commerce;35
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;aucun;Non communiqué;50
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;aucun;ouvrier qualifié;80
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;BEPC-BE-BEPS;petit commercant;59
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;oui;féminin;CEP ou fin études;personnel de service;48
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;ouvrier qualifié;47
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;BEPC-BE-BEPS;cadre moyen;36
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;oui;féminin;aucun;autre employé qual.;54
préservation env. assez importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;autre emp. non qual.;45
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;baccalauréat (1/2);autre emp. non qual.;24
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;ouvrier qualifié;27
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;masculin;BEPC-BE-BEPS;ouvrier qualifié;51
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier spécialisé;34
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;ne sait pas;féminin;CEP ou fin études;personnel de service;64
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;non;masculin;baccalauréat (1/2);Non communiqué;20
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;masculin;université,gde école;Non communiqué;25
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très bon;non;féminin;baccalauréat (1/2);Non communiqué;73
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;baccalauréat (1/2);cadre supérieur;26
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;BEPC-BE-BEPS;autre emp. non qual.;32
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;employé de commerce;54
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;aucun;patron indus.commer.;69
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très bon;non;féminin;baccalauréat (1/2);cadre moyen;66
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;ouvrier spécialisé;56
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;autre employé qual.;27
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;oui;féminin;aucun;artisan;58
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;baccalauréat (1/2);cadre supérieur;33
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;BEPC-BE-BEPS;cadre moyen;25
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;baccalauréat (1/2);cadre moyen;31
préservation env. peu importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;masculin;aucun;personnel de service;55
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;CEP ou fin études;autre emp. non qual.;73
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;université,gde école;autre employé qual.;28
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;baccalauréat (1/2);exploitant agricole;45
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;ouvrier spécialisé;21
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;34
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;masculin;aucun;ouvrier qualifié;57
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;39
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;baccalauréat (1/2);Non communiqué;23
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : ne veut pas répondre;oui;masculin;CEP ou fin études;autre emp. non qual.;65
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;BEPC-BE-BEPS;autre employé qual.;30
préservation env. assez importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : sans opinion;non;masculin;aucun;ouvrier spécialisé;75
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;cadre moyen;50
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;ne sait pas;féminin;CEP ou fin études;autre emp. non qual.;58
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;masculin;CEP ou fin études;autre emp. non qual.;58
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;BEPC-BE-BEPS;cadre moyen;31
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;brevet sup.;cadre supérieur;66
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;autre emp. non qual.;71
préservation env. peu importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez bon;non;masculin;CEP ou fin études;personnel de service;67
préservation env. peu importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;oui;féminin;CEP ou fin études;personnel de service;47
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;BEPC-BE-BEPS;employé de commerce;29
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;université,gde école;cadre supérieur;35
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;cadre moyen;30
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;baccalauréat (1/2);Non communiqué;52
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier spécialisé;35
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;baccalauréat (1/2);autre employé qual.;29
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;autre emp. non qual.;27
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier qualifié;43
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;masculin;aucun;ouvrier qualifié;44
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier spécialisé;64
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;baccalauréat (1/2);ouvrier spécialisé;33
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;autre emp. non qual.;29
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;féminin;baccalauréat (1/2);Non communiqué;18
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;aucun;Non communiqué;72
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;Non communiqué;67
préservation env. peu importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;aucun;Non communiqué;70
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;Non communiqué;51
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;aucun;ouvrier spécialisé;70
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;74
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;BEPC-BE-BEPS;employé de commerce;64
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;employé de commerce;57
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;BEPC-BE-BEPS;autre emp. non qual.;35
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;masculin;université,gde école;Non communiqué;21
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;féminin;BEPC-BE-BEPS;personnel de service;22
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;université,gde école;cadre moyen;47
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;BEPC-BE-BEPS;cadre moyen;30
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;féminin;baccalauréat (1/2);cadre moyen;51
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;cadre moyen;72
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;aucun;Non communiqué;56
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;BEPC-BE-BEPS;autre emp. non qual.;22
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;BEPC-BE-BEPS;autre emp. non qual.;30
préservation env. peu importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;petit commercant;83
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier qualifié;18
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;29
préservation env. peu importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;BEPC-BE-BEPS;ouvrier spécialisé;22
préservation env. peu importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier qualifié;30
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;BEPC-BE-BEPS;ouvrier spécialisé;37
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;baccalauréat (1/2);Non communiqué;48
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;université,gde école;cadre supérieur;49
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;baccalauréat (1/2);autre employé qual.;46
préservation env. assez importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez bon;ne sait pas;féminin;aucun;employé de commerce;66
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;baccalauréat (1/2);Non communiqué;22
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;féminin;aucun;Non communiqué;20
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;féminin;baccalauréat (1/2);Non communiqué;19
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;Non communiqué;27
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;personnel de service;41
préservation env. assez importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez bon;oui;masculin;aucun;ouvrier qualifié;67
préservation env. peu importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;ne sait pas;féminin;aucun;Non communiqué;60
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;baccalauréat (1/2);Non communiqué;34
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;cadre moyen;28
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;CEP ou fin études;cadre moyen;76
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;aucun;employé de commerce;67
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;cadre supérieur;79
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;aucun;ouvrier spécialisé;67
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;masculin;CEP ou fin études;petit commercant;65
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;autre emp. non qual.;53
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;aucun;autre employé qual.;73
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;BEPC-BE-BEPS;autre actif;44
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;masculin;BEPC-BE-BEPS;artisan;29
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;petit commercant;28
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;université,gde école;cadre supérieur;37
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;cadre moyen;35
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;BEPC-BE-BEPS;cadre moyen;54
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;BEPC-BE-BEPS;cadre moyen;24
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;autre emp. non qual.;27
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;ouvrier spécialisé;36
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;23
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;contremaître;33
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;aucun;ouvrier qualifié;18
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;24
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;baccalauréat (1/2);personnel de service;37
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;CEP ou fin études;Non communiqué;75
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;féminin;baccalauréat (1/2);Non communiqué;32
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;masculin;CEP ou fin études;autre emp. non qual.;29
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;autre emp. non qual.;38
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;université,gde école;cadre supérieur;66
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;masculin;BEPC-BE-BEPS;autre emp. non qual.;70
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;aucun;petit commercant;84
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;université,gde école;cadre supérieur;40
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;personnel de service;39
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;petit commercant;30
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;aucun;cadre supérieur;50
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;baccalauréat (1/2);cadre moyen;51
